Motion Sensor Data File Thu, Oct 07, 2021 10:26 AM
Time (s)	Distance (cm)	Dist Error (cm)
18.250	20.548	0.239
18.260	20.669	0.239
18.270	20.765	0.239
18.280	20.878	0.239
18.290	20.965	0.239
18.300	21.057	0.239
18.310	21.135	0.239
18.320	21.196	0.239
18.330	21.267	0.239
18.340	21.310	0.239
18.350	21.355	0.239
18.360	21.377	0.239
18.370	21.396	0.239
18.380	21.410	0.239
18.390	21.394	0.239
18.400	21.386	0.239
18.410	21.353	0.239
18.420	21.320	0.239
18.430	21.260	0.239
18.440	21.206	0.239
18.450	21.138	0.239
18.460	21.058	0.239
18.470	20.981	0.239
18.480	20.880	0.239
18.490	20.778	0.239
18.500	20.684	0.239
18.510	20.565	0.239
18.520	20.446	0.239
18.530	20.322	0.239
18.540	20.203	0.239
18.550	20.066	0.239
18.560	19.947	0.239
18.570	19.815	0.239
18.580	19.683	0.239
18.590	19.568	0.239
18.600	19.436	0.239
18.610	19.325	0.239
18.620	19.197	0.239
18.630	19.095	0.239
18.640	18.997	0.239
18.650	18.895	0.239
18.660	18.811	0.239
18.670	18.747	0.239
18.680	18.684	0.239
18.690	18.616	0.239
18.700	18.566	0.239
18.710	18.528	0.239
18.720	18.491	0.239
18.730	18.479	0.239
18.740	18.463	0.239
18.750	18.469	0.239
18.760	18.491	0.239
18.770	18.509	0.239
18.780	18.549	0.239
18.790	18.589	0.239
18.800	18.650	0.239
18.810	18.712	0.239
18.820	18.791	0.239
18.830	18.877	0.239
18.840	18.960	0.239
18.850	19.069	0.239
18.860	19.165	0.239
18.870	19.286	0.239
18.880	19.399	0.239
18.890	19.529	0.239
18.900	19.655	0.239
18.910	19.773	0.239
18.920	19.885	0.239
18.930	20.007	0.239
18.940	20.141	0.239
18.950	20.276	0.239
18.960	20.389	0.239
18.970	20.514	0.239
18.980	20.632	0.239
18.990	20.741	0.239
19.000	20.840	0.239
19.010	20.945	0.239
19.020	21.036	0.239
19.030	21.106	0.239
19.040	21.189	0.239
19.050	21.251	0.239
19.060	21.307	0.239
19.070	21.343	0.239
19.080	21.379	0.239
19.090	21.405	0.239
19.100	21.411	0.239
19.110	21.417	0.239
19.120	21.396	0.239
19.130	21.380	0.239
19.140	21.338	0.239
19.150	21.296	0.239
19.160	21.246	0.239
19.170	21.174	0.239
19.180	21.107	0.239
19.190	21.021	0.239
19.200	20.941	0.239
19.210	20.843	0.239
19.220	20.728	0.239
19.230	20.631	0.239
19.240	20.499	0.239
19.250	20.388	0.239
19.260	20.260	0.239
19.270	20.136	0.239
19.280	20.017	0.239
19.290	19.872	0.239
19.300	19.753	0.239
19.310	19.625	0.239
19.320	19.510	0.239
19.330	19.382	0.239
19.340	19.267	0.239
19.350	19.157	0.239
19.360	19.050	0.239
19.370	18.953	0.239
19.380	18.864	0.239
19.390	18.804	0.239
19.400	18.720	0.239
19.410	18.661	0.239
19.420	18.610	0.239
19.430	18.555	0.239
19.440	18.527	0.239
19.450	18.493	0.239
19.460	18.486	0.239
19.470	18.491	0.239
19.480	18.493	0.239
19.490	18.519	0.239
19.500	18.516	0.239
19.510	18.569	0.239
19.520	18.617	0.239
19.530	18.687	0.239
19.540	18.762	0.239
19.550	18.831	0.239
19.560	18.919	0.239
19.570	19.010	0.239
19.580	19.119	0.239
19.590	19.215	0.239
19.600	19.341	0.239
19.610	19.470	0.239
19.620	19.579	0.239
19.630	19.701	0.239
19.640	19.822	0.239
19.650	19.952	0.239
19.660	20.074	0.239
19.670	20.204	0.239
19.680	20.330	0.239
19.690	20.438	0.239
19.700	20.560	0.239
19.710	20.669	0.239
19.720	20.773	0.239
19.730	20.882	0.239
19.740	20.965	0.239
19.750	21.056	0.239
19.760	21.117	0.239
19.770	21.187	0.239
19.780	21.240	0.239
19.790	21.293	0.239
19.800	21.337	0.239
19.810	21.351	0.239
19.820	21.369	0.239
19.830	21.366	0.239
19.840	21.363	0.239
19.850	21.338	0.239
19.860	21.318	0.239
19.870	21.281	0.239
19.880	21.221	0.239
19.890	21.162	0.239
19.900	21.086	0.239
19.910	21.018	0.239
19.920	20.929	0.239
19.930	20.836	0.239
19.940	20.738	0.239
19.950	20.628	0.239
19.960	20.513	0.239
19.970	20.389	0.239
19.980	20.278	0.239
19.990	20.159	0.239
20.000	20.027	0.239
20.010	19.903	0.239
20.020	19.767	0.239
20.030	19.669	0.239
20.040	19.542	0.239
20.050	19.427	0.239
20.060	19.316	0.239
20.070	19.193	0.239
20.080	19.095	0.239
20.090	18.988	0.239
20.100	18.904	0.239
20.110	18.815	0.239
20.120	18.747	0.239
20.130	18.688	0.239
20.140	18.620	0.239
20.150	18.578	0.239
20.160	18.532	0.239
20.170	18.512	0.239
20.180	18.504	0.239
20.190	18.493	0.239
20.200	18.507	0.239
20.210	18.517	0.239
20.220	18.556	0.239
20.230	18.588	0.239
20.240	18.645	0.239
20.250	18.710	0.239
20.260	18.772	0.239
20.270	18.859	0.239
20.280	18.933	0.239
20.290	19.033	0.239
20.300	19.124	0.239
20.310	19.237	0.239
20.320	19.359	0.239
20.330	19.446	0.239
20.340	19.572	0.239
20.350	19.685	0.239
20.360	19.815	0.239
20.370	19.945	0.239
20.380	20.075	0.239
20.390	20.205	0.239
20.400	20.327	0.239
20.410	20.444	0.239
20.420	20.557	0.239
20.430	20.679	0.239
20.440	20.783	0.239
20.450	20.883	0.239
20.460	20.983	0.239
20.470	21.058	0.239
20.480	21.136	0.239
20.490	21.197	0.239
20.500	21.263	0.239
20.510	21.316	0.239
20.520	21.347	0.239
20.530	21.378	0.239
20.540	21.388	0.239
20.550	21.398	0.239
20.560	21.386	0.239
20.570	21.374	0.239
20.580	21.354	0.239
20.590	21.308	0.239
20.600	21.261	0.239
20.610	21.194	0.239
20.620	21.126	0.239
20.630	21.045	0.239
20.640	20.969	0.239
20.650	20.880	0.239
20.660	20.766	0.239
20.670	20.672	0.239
20.680	20.548	0.239
20.690	20.434	0.239
20.700	20.323	0.239
20.710	20.191	0.239
20.720	20.072	0.239
20.730	19.935	0.239
20.740	19.807	0.239
20.750	19.679	0.239
20.760	19.560	0.239
20.770	19.445	0.239
20.780	19.322	0.239
20.790	19.207	0.239
20.800	19.092	0.239
20.810	18.998	0.239
20.820	18.896	0.239
20.830	18.816	0.239
20.840	18.744	0.239
20.850	18.668	0.239
20.860	18.613	0.239
20.870	18.554	0.239
20.880	18.521	0.239
20.890	18.479	0.239
20.900	18.467	0.239
20.910	18.468	0.239
20.920	18.461	0.239
20.930	18.484	0.239
20.940	18.502	0.239
20.950	18.542	0.239
20.960	18.594	0.239
20.970	18.651	0.239
20.980	18.726	0.239
20.990	18.791	0.239
21.000	18.878	0.239
21.010	18.961	0.239
21.020	19.070	0.239
21.030	19.178	0.239
21.040	19.287	0.239
21.050	19.413	0.239
21.060	19.526	0.239
21.070	19.648	0.239
21.080	19.765	0.239
21.090	19.895	0.239
21.100	20.034	0.239
21.110	20.151	0.239
21.120	20.281	0.239
21.130	20.390	0.239
21.140	20.515	0.239
21.150	20.628	0.239
21.160	20.737	0.239
21.170	20.846	0.239
21.180	20.937	0.239
21.190	21.024	0.239
21.200	21.094	0.239
21.210	21.168	0.239
21.220	21.239	0.239
21.230	21.282	0.239
21.240	21.327	0.239
21.250	21.349	0.239
21.260	21.372	0.239
21.270	21.377	0.239
21.280	21.379	0.239
21.290	21.371	0.239
21.300	21.342	0.239
21.310	21.313	0.239
21.320	21.259	0.239
21.330	21.208	0.239
21.340	21.132	0.239
21.350	21.069	0.239
21.360	20.992	0.239
21.370	20.899	0.239
21.380	20.801	0.239
21.390	20.691	0.239
21.400	20.588	0.239
21.410	20.469	0.239
21.420	20.350	0.239
21.430	20.235	0.239
21.440	20.103	0.239
21.450	19.988	0.239
21.460	19.848	0.239
21.470	19.728	0.239
21.480	19.613	0.239
21.490	19.490	0.239
21.500	19.379	0.239
21.510	19.277	0.239
21.520	19.171	0.239
21.530	19.064	0.239
21.540	18.971	0.239
21.550	18.895	0.239
21.560	18.806	0.239
21.570	18.742	0.239
21.580	18.674	0.239
21.590	18.628	0.239
21.600	18.578	0.239
21.610	18.549	0.239
21.620	18.537	0.239
21.630	18.521	0.239
21.640	18.527	0.239
21.650	18.532	0.239
21.660	18.559	0.239
21.670	18.599	0.239
21.680	18.634	0.239
21.690	18.696	0.239
21.700	18.753	0.239
21.710	18.827	0.239
21.720	18.897	0.239
21.730	18.988	0.239
21.740	19.071	0.239
21.750	19.163	0.239
21.760	19.280	0.239
21.770	19.389	0.239
21.780	19.515	0.239
21.790	19.623	0.239
21.800	19.749	0.239
21.810	19.879	0.239
21.820	20.001	0.239
21.830	20.127	0.239
21.840	20.244	0.239
21.850	20.365	0.239
21.860	20.470	0.239
21.870	20.595	0.239
21.880	20.704	0.239
21.890	20.796	0.239
21.900	20.900	0.239
21.910	20.978	0.239
21.920	21.057	0.239
21.930	21.131	0.239
21.940	21.184	0.239
21.950	21.245	0.239
21.960	21.276	0.239
21.970	21.316	0.239
21.980	21.331	0.239
21.990	21.344	0.239
22.000	21.350	0.239
22.010	21.330	0.239
22.020	21.318	0.239
22.030	21.276	0.239
22.040	21.234	0.239
22.050	21.167	0.239
22.060	21.112	0.239
22.070	21.049	0.239
22.080	20.968	0.239
22.090	20.883	0.239
22.100	20.777	0.239
22.110	20.683	0.239
22.120	20.573	0.239
22.130	20.458	0.239
22.140	20.351	0.239
22.150	20.228	0.239
22.160	20.109	0.239
22.170	19.981	0.239
22.180	19.857	0.239
22.190	19.738	0.239
22.200	19.614	0.239
22.210	19.500	0.239
22.220	19.381	0.239
22.230	19.270	0.239
22.240	19.150	0.239
22.250	19.057	0.239
22.260	18.968	0.239
22.270	18.892	0.239
22.280	18.820	0.239
22.290	18.744	0.239
22.300	18.684	0.239
22.310	18.621	0.239
22.320	18.584	0.239
22.330	18.554	0.239
22.340	18.521	0.239
22.350	18.514	0.239
22.360	18.507	0.239
22.370	18.521	0.239
22.380	18.535	0.239
22.390	18.570	0.239
22.400	18.619	0.239
22.410	18.667	0.239
22.420	18.733	0.239
22.430	18.794	0.239
22.440	18.877	0.239
22.450	18.964	0.239
22.460	19.051	0.239
22.470	19.160	0.239
22.480	19.260	0.239
22.490	19.381	0.239
22.500	19.490	0.239
22.510	19.611	0.239
22.520	19.716	0.239
22.530	19.829	0.239
22.540	19.967	0.239
22.550	20.081	0.239
22.560	20.211	0.239
22.570	20.324	0.239
22.580	20.441	0.239
22.590	20.563	0.239
22.600	20.667	0.239
22.610	20.771	0.239
22.620	20.867	0.239
22.630	20.963	0.239
22.640	21.033	0.239
22.650	21.111	0.239
22.660	21.181	0.239
22.670	21.234	0.239
22.680	21.282	0.239
22.690	21.313	0.239
22.700	21.345	0.239
22.710	21.363	0.239
22.720	21.356	0.239
22.730	21.357	0.239
22.740	21.332	0.239
22.750	21.312	0.239
22.760	21.266	0.239
22.770	21.220	0.239
22.780	21.161	0.239
22.790	21.088	0.239
22.800	21.021	0.239
22.810	20.932	0.239
22.820	20.843	0.239
22.830	20.732	0.239
22.840	20.639	0.239
22.850	20.528	0.239
22.860	20.404	0.239
22.870	20.298	0.239
22.880	20.166	0.239
22.890	20.051	0.239
22.900	19.927	0.239
22.910	19.791	0.239
22.920	19.676	0.239
22.930	19.548	0.239
22.940	19.438	0.239
22.950	19.332	0.239
22.960	19.229	0.239
22.970	19.132	0.239
22.980	19.025	0.239
22.990	18.936	0.239
23.000	18.851	0.239
23.010	18.784	0.239
23.020	18.712	0.239
23.030	18.657	0.239
23.040	18.615	0.239
23.050	18.569	0.239
23.060	18.544	0.239
23.070	18.520	0.239
23.080	18.521	0.239
23.090	18.518	0.239
23.100	18.536	0.239
23.110	18.567	0.239
23.120	18.577	0.239
23.130	18.634	0.239
23.140	18.687	0.239
23.150	18.757	0.239
23.160	18.831	0.239
23.170	18.905	0.239
23.180	19.001	0.239
23.190	19.092	0.239
23.200	19.197	0.239
23.210	19.301	0.239
23.220	19.427	0.239
23.230	19.549	0.239
23.240	19.653	0.239
23.250	19.779	0.239
23.260	19.896	0.239
23.270	20.026	0.239
23.280	20.143	0.239
23.290	20.269	0.239
23.300	20.391	0.239
23.310	20.495	0.239
23.320	20.617	0.239
23.330	20.708	0.239
23.340	20.812	0.239
23.350	20.900	0.239
23.360	20.987	0.239
23.370	21.070	0.239
23.380	21.127	0.239
23.390	21.188	0.239
23.400	21.232	0.239
23.410	21.281	0.239
23.420	21.316	0.239
23.430	21.330	0.239
23.440	21.344	0.239
23.450	21.332	0.239
23.460	21.325	0.239
23.470	21.296	0.239
23.480	21.263	0.239
23.490	21.217	0.239
23.500	21.153	0.239
23.510	21.099	0.239
23.520	21.022	0.239
23.530	20.946	0.239
23.540	20.849	0.239
23.550	20.755	0.239
23.560	20.661	0.239
23.570	20.547	0.239
23.580	20.432	0.239
23.590	20.312	0.239
23.600	20.198	0.239
23.610	20.070	0.239
23.620	19.955	0.239
23.630	19.853	0.239
23.640	19.725	0.239
23.650	19.614	0.239
23.660	19.491	0.239
23.670	19.380	0.239
23.680	19.274	0.239
23.690	19.159	0.239
23.700	19.070	0.239
23.710	18.968	0.239
23.720	18.892	0.239
23.730	18.806	0.239
23.740	18.748	0.239
23.750	18.697	0.239
23.760	18.638	0.239
23.770	18.605	0.239
23.780	18.567	0.239
23.790	18.556	0.239
23.800	18.539	0.239
23.810	18.545	0.239
23.820	18.568	0.239
23.830	18.582	0.239
23.840	18.622	0.239
23.850	18.662	0.239
23.860	18.723	0.239
23.870	18.780	0.239
23.880	18.859	0.239
23.890	18.941	0.239
23.900	19.024	0.239
23.910	19.124	0.239
23.920	19.220	0.239
23.930	19.333	0.239
23.940	19.429	0.239
23.950	19.541	0.239
23.960	19.659	0.239
23.970	19.772	0.239
23.980	19.902	0.239
23.990	20.023	0.239
24.000	20.145	0.239
24.010	20.275	0.239
24.020	20.384	0.239
24.030	20.501	0.239
24.040	20.614	0.239
24.050	20.718	0.239
24.060	20.809	0.239
24.070	20.914	0.239
24.080	21.001	0.239
24.090	21.067	0.239
24.100	21.141	0.239
24.110	21.194	0.239
24.120	21.251	0.239
24.130	21.282	0.239
24.140	21.318	0.239
24.150	21.345	0.239
24.160	21.346	0.239
24.170	21.347	0.239
24.180	21.327	0.239
24.190	21.310	0.239
24.200	21.282	0.239
24.210	21.223	0.239
24.220	21.172	0.239
24.230	21.104	0.239
24.240	21.041	0.239
24.250	20.956	0.239
24.260	20.871	0.239
24.270	20.774	0.239
24.280	20.672	0.239
24.290	20.565	0.239
24.300	20.442	0.239
24.310	20.336	0.239
24.320	20.212	0.239
24.330	20.093	0.239
24.340	19.978	0.239
24.350	19.837	0.239
24.360	19.726	0.239
24.370	19.603	0.239
24.380	19.488	0.239
24.390	19.369	0.239
24.400	19.258	0.239
24.410	19.156	0.239
24.420	19.050	0.239
24.430	18.956	0.239
24.440	18.863	0.239
24.450	18.795	0.239
24.460	18.732	0.239
24.470	18.660	0.239
24.480	18.614	0.239
24.490	18.564	0.239
24.500	18.539	0.239
24.510	18.505	0.239
24.520	18.502	0.239
24.530	18.512	0.239
24.540	18.513	0.239
24.550	18.540	0.239
24.560	18.563	0.239
24.570	18.616	0.239
24.580	18.664	0.239
24.590	18.730	0.239
24.600	18.808	0.239
24.610	18.883	0.239
24.620	18.961	0.239
24.630	19.052	0.239
24.640	19.157	0.239
24.650	19.270	0.239
24.660	19.378	0.239
24.670	19.500	0.239
24.680	19.608	0.239
24.690	19.730	0.239
24.700	19.848	0.239
24.710	19.977	0.239
24.720	20.103	0.239
24.730	20.216	0.239
24.740	20.342	0.239
24.750	20.446	0.239
24.760	20.568	0.239
24.770	20.668	0.239
24.780	20.768	0.239
24.790	20.873	0.239
24.800	20.951	0.239
24.810	21.034	0.239
24.820	21.100	0.239
24.830	21.169	0.239
24.840	21.214	0.239
24.850	21.267	0.239
24.860	21.302	0.239
24.870	21.316	0.239
24.880	21.339	0.239
24.890	21.331	0.239
24.900	21.328	0.239
24.910	21.312	0.239
24.920	21.274	0.239
24.930	21.237	0.239
24.940	21.178	0.239
24.950	21.123	0.239
24.960	21.051	0.239
24.970	20.984	0.239
24.980	20.903	0.239
24.990	20.801	0.239
25.000	20.712	0.239
25.010	20.601	0.239
25.020	20.490	0.239
25.030	20.367	0.239
25.040	20.265	0.239
25.050	20.146	0.239
25.060	20.022	0.239
25.070	19.903	0.239
25.080	19.771	0.239
25.090	19.656	0.239
25.100	19.537	0.239
25.110	19.426	0.239
25.120	19.341	0.239
25.130	19.226	0.239
25.140	19.137	0.239
25.150	19.035	0.239
25.160	18.950	0.239
25.170	18.878	0.239
25.180	18.802	0.239
25.190	18.743	0.239
25.200	18.680	0.239
25.210	18.642	0.239
25.220	18.596	0.239
25.230	18.576	0.239
25.240	18.568	0.239
25.250	18.557	0.239
25.260	18.570	0.239
25.270	18.585	0.239
25.280	18.616	0.239
25.290	18.651	0.239
25.300	18.704	0.239
25.310	18.770	0.239
25.320	18.827	0.239
25.330	18.901	0.239
25.340	18.975	0.239
25.350	19.075	0.239
25.360	19.163	0.239
25.370	19.250	0.239
25.380	19.362	0.239
25.390	19.471	0.239
25.400	19.593	0.239
25.410	19.697	0.239
25.420	19.823	0.239
25.430	19.953	0.239
25.440	20.066	0.239
25.450	20.188	0.239
25.460	20.296	0.239
25.470	20.409	0.239
25.480	20.514	0.239
25.490	20.627	0.239
25.500	20.731	0.239
25.510	20.818	0.239
25.520	20.910	0.239
25.530	20.979	0.239
25.540	21.058	0.239
25.550	21.111	0.239
25.560	21.168	0.239
25.570	21.216	0.239
25.580	21.248	0.239
25.590	21.274	0.239
25.600	21.284	0.239
25.610	21.294	0.239
25.620	21.282	0.239
25.630	21.270	0.239
25.640	21.246	0.239
25.650	21.199	0.239
25.660	21.158	0.239
25.670	21.090	0.239
25.680	21.036	0.239
25.690	20.976	0.239
25.700	20.887	0.239
25.710	20.794	0.239
25.720	20.696	0.239
25.730	20.607	0.239
25.740	20.483	0.239
25.750	20.382	0.239
25.760	20.279	0.239
25.770	20.152	0.239
25.780	20.045	0.239
25.790	19.913	0.239
25.800	19.794	0.239
25.810	19.670	0.239
25.820	19.564	0.239
25.830	19.453	0.239
25.840	19.338	0.239
25.850	19.228	0.239
25.860	19.143	0.239
25.870	19.058	0.239
25.880	18.960	0.239
25.890	18.889	0.239
25.900	18.821	0.239
25.910	18.749	0.239
25.920	18.699	0.239
25.930	18.644	0.239
25.940	18.615	0.239
25.950	18.590	0.239
25.960	18.565	0.239
25.970	18.567	0.239
25.980	18.564	0.239
25.990	18.586	0.239
26.000	18.604	0.239
26.010	18.644	0.239
26.020	18.702	0.239
26.030	18.750	0.239
26.040	18.820	0.239
26.050	18.881	0.239
26.060	18.964	0.239
26.070	19.047	0.239
26.080	19.151	0.239
26.090	19.255	0.239
26.100	19.360	0.239
26.110	19.473	0.239
26.120	19.577	0.239
26.130	19.673	0.239
26.140	19.786	0.239
26.150	19.916	0.239
26.160	20.046	0.239
26.170	20.155	0.239
26.180	20.281	0.239
26.190	20.385	0.239
26.200	20.502	0.239
26.210	20.619	0.239
26.220	20.715	0.239
26.230	20.811	0.239
26.240	20.898	0.239
26.250	20.985	0.239
26.260	21.051	0.239
26.270	21.116	0.239
26.280	21.182	0.239
26.290	21.226	0.239
26.300	21.270	0.239
26.310	21.293	0.239
26.320	21.316	0.239
26.330	21.317	0.239
26.340	21.318	0.239
26.350	21.311	0.239
26.360	21.282	0.239
26.370	21.248	0.239
26.380	21.194	0.239
26.390	21.143	0.239
26.400	21.076	0.239
26.410	21.012	0.239
26.420	20.940	0.239
26.430	20.843	0.239
26.440	20.754	0.239
26.450	20.647	0.239
26.460	20.545	0.239
26.470	20.434	0.239
26.480	20.320	0.239
26.490	20.209	0.239
26.500	20.081	0.239
26.510	19.970	0.239
26.520	19.830	0.239
26.530	19.719	0.239
26.540	19.613	0.239
26.550	19.489	0.239
26.560	19.383	0.239
26.570	19.264	0.239
26.580	19.157	0.239
26.590	19.060	0.239
26.600	18.975	0.239
26.610	18.894	0.239
26.620	18.809	0.239
26.630	18.751	0.239
26.640	18.683	0.239
26.650	18.637	0.239
26.660	18.591	0.239
26.670	18.566	0.239
26.680	18.545	0.239
26.690	18.530	0.239
26.700	18.535	0.239
26.710	18.540	0.239
26.720	18.567	0.239
26.730	18.607	0.239
26.740	18.647	0.239
26.750	18.704	0.239
26.760	18.757	0.239
26.770	18.827	0.239
26.780	18.892	0.239
26.790	18.979	0.239
26.800	19.084	0.239
26.810	19.171	0.239
26.820	19.279	0.239
26.830	19.388	0.239
26.840	19.510	0.239
26.850	19.610	0.239
26.860	19.731	0.239
26.870	19.857	0.239
26.880	19.974	0.239
26.890	20.100	0.239
26.900	20.213	0.239
26.910	20.330	0.239
26.920	20.448	0.239
26.930	20.552	0.239
26.940	20.661	0.239
26.950	20.752	0.239
26.960	20.852	0.239
26.970	20.926	0.239
26.980	21.009	0.239
26.990	21.084	0.239
27.000	21.136	0.239
27.010	21.189	0.239
27.020	21.225	0.239
27.030	21.264	0.239
27.040	21.279	0.239
27.050	21.297	0.239
27.060	21.302	0.239
27.070	21.286	0.239
27.080	21.270	0.239
27.090	21.233	0.239
27.100	21.195	0.239
27.110	21.136	0.239
27.120	21.082	0.239
27.130	21.022	0.239
27.140	20.942	0.239
27.150	20.861	0.239
27.160	20.759	0.239
27.170	20.670	0.239
27.180	20.572	0.239
27.190	20.449	0.239
27.200	20.351	0.239
27.210	20.228	0.239
27.220	20.117	0.239
27.230	19.993	0.239
27.240	19.870	0.239
27.250	19.759	0.239
27.260	19.640	0.239
27.270	19.551	0.239
27.280	19.436	0.239
27.290	19.330	0.239
27.300	19.215	0.239
27.310	19.126	0.239
27.320	19.041	0.239
27.330	18.943	0.239
27.340	18.875	0.239
27.350	18.799	0.239
27.360	18.745	0.239
27.370	18.690	0.239
27.380	18.652	0.239
27.390	18.623	0.239
27.400	18.594	0.239
27.410	18.587	0.239
27.420	18.579	0.239
27.430	18.594	0.239
27.440	18.620	0.239
27.450	18.643	0.239
27.460	18.692	0.239
27.470	18.731	0.239
27.480	18.797	0.239
27.490	18.854	0.239
27.500	18.932	0.239
27.510	19.024	0.239
27.520	19.107	0.239
27.530	19.207	0.239
27.540	19.303	0.239
27.550	19.416	0.239
27.560	19.511	0.239
